apcp_sf1_1,apcp_sf2_1,apcp_sf3_1,apcp_sf4_1,apcp_sf5_1,dlwrf_s1_1,dlwrf_s2_1,dlwrf_s3_1,dlwrf_s4_1,dlwrf_s5_1,dswrf_s1_1,dswrf_s2_1,dswrf_s3_1,dswrf_s4_1,dswrf_s5_1,pres_ms1_1,pres_ms2_1,pres_ms3_1,pres_ms4_1,pres_ms5_1,pwat_ea1_1,pwat_ea2_1,pwat_ea3_1,pwat_ea4_1,pwat_ea5_1,spfh_2m1_1,spfh_2m2_1,spfh_2m3_1,spfh_2m4_1,spfh_2m5_1,tcdc_ea1_1,tcdc_ea2_1,tcdc_ea3_1,tcdc_ea4_1,tcdc_ea5_1,tcolc_e1_1,tcolc_e2_1,tcolc_e3_1,tcolc_e4_1,tcolc_e5_1,tmax_2m1_1,tmax_2m2_1,tmax_2m3_1,tmax_2m4_1,tmax_2m5_1,tmin_2m1_1,tmin_2m2_1,tmin_2m3_1,tmin_2m4_1,tmin_2m5_1,tmp_2m_1_1,tmp_2m_2_1,tmp_2m_3_1,tmp_2m_4_1,tmp_2m_5_1,tmp_sfc1_1,tmp_sfc2_1,tmp_sfc3_1,tmp_sfc4_1,tmp_sfc5_1,ulwrf_s1_1,ulwrf_s2_1,ulwrf_s3_1,ulwrf_s4_1,ulwrf_s5_1,ulwrf_t1_1,ulwrf_t2_1,ulwrf_t3_1,ulwrf_t4_1,ulwrf_t5_1,uswrf_s1_1,uswrf_s2_1,uswrf_s3_1,uswrf_s4_1,uswrf_s5_1,salida
0.0,0.0,0.0,0.0,0.0,261.677720503374,260.085537997159,266.98163951527,290.442299582741,288.198866410689,0.0,10.0,170.909090909091,469.090909090909,314.545454545455,100897.157670455,100674.546164773,100356.840909091,99959.8288352273,100312.625,12.5320743214,11.7311152544889,12.3572984175249,9.66085329922763,10.6558902046897,0.0024678901642222,0.0025681109506298,0.0031145455061712,0.0039450074334374,0.0043256865729662,0.0118181815540249,0.0081818179989402,0.0145454542203383,0.0081818179989402,0.0,0.0103363637304441,0.0076727271543032,0.0155545454287097,0.0082090909656306,0.0013363636383225,281.266462846236,279.781200062145,287.694008567116,291.729924982244,291.75502985174,279.441672585227,279.04897516424,279.049155495384,287.887953324751,285.737038352273,279.439758300781,279.791043368253,287.696397261186,291.697798295455,285.750937721946,277.448222767223,279.017020485618,291.347043124112,293.75693581321,283.19560102983,338.810771595348,336.359000466087,357.210271661932,421.43271706321,407.708593195135,242.914278897372,238.327445290305,243.430892944336,265.033577658913,265.722910100763,0,4.0,39.4545454545455,99.3636363636364,69.7272727272727,478488543830.094
0.0,0.0,0.0,0.0,0.0,250.657743974165,231.172975019975,235.701976429332,256.459174416282,257.397291703658,0.0,19.0909090909091,179.090909090909,476.363636363636,315.454545454545,101386.270596591,101547.748579545,101401.065340909,101009.365056818,100987.076704545,6.3451625217091,5.48438466678966,6.1561936898665,7.33008319681341,7.83636370572177,0.0029368857768448,0.0029794741421937,0.0025506238664754,0.0022925335109572,0.0025070768738673,0.0,0.0036363635550845,0.0072727271101691,0.0181818177754229,0.0227272722192786,0.0007636363562513,0.0054454545130614,0.0080363636370748,0.0169636365449564,0.0244181819514117,282.334522594105,277.417977072976,282.996887207031,284.811931263317,284.832361394709,277.476773348722,276.252768776634,276.25380637429,283.100646972656,280.695884011009,277.476251775568,277.031108509411,283.001278963956,284.81850641424,280.70615456321,275.981475830078,276.77236661044,288.31557672674,288.789653431286,278.245735862038,340.235856489702,326.145541104403,345.760855934837,398.907897949219,383.254560990767,233.988551746715,241.998055197976,241.536482377486,234.666531649503,226.737293590199,0,4.0,42.1818181818182,100.818181818182,68.6363636363636,485491527097.51935
0.0,0.0,0.0,0.0,0.0,262.820356889205,249.579068270597,257.462439797141,280.814650102095,278.613109241832,0.0,10.0,169.090909090909,480.909090909091,321.818181818182,100775.949573864,100771.593039773,100586.460227273,100206.063920455,100214.311079545,8.9063855084506,9.47396174344149,10.0632743835449,10.0472738092596,9.87047160755504,0.0018181941175664,0.0022351722105998,0.0021134977313605,0.0024500171103599,0.0025009090842848,0.0045454544438557,0.0172727268866517,0.0109090906652537,0.0090909088877114,0.0209090907803991,0.0049545454729179,0.016836363483559,0.0108272727441297,0.0097090908516706,0.022090909039517,277.853987260298,277.244001908736,285.542183615945,289.431071888317,289.469493519176,274.29521595348,273.645291415128,273.646928267045,285.717476584695,283.819091796875,274.321422230114,277.243083607067,285.545285311612,289.42588112571,283.82676003196,272.146312366832,276.060402610085,291.279665860263,292.280184659091,280.451116388494,322.429828990589,311.904066606001,343.689650102095,417.928189364347,400.278889049183,189.063527887518,225.864475597035,226.84282614968,255.776679299094,257.641826282848,0,3.27272727272727,38.2727272727273,101.090909090909,70.9090909090909,481260442950.89996
0.0,0.0,0.10272727297111,0.588181821460074,0.672727271237157,268.840246027166,264.60180941495,265.7734375,310.059894908558,307.676752263849,0.0,20.0,177.272727272727,345.454545454545,225.454545454545,99425.8465909091,99331.265625,99210.0333806818,99415.9509943182,99871.9595170455,10.9017062620683,6.44295818155462,12.3249880183827,12.5283846421675,10.8293919129805,0.0029543116900392,0.0032494457819583,0.0042044683782891,0.0041392306500876,0.0035137843594632,0.0563636361197992,0.0072727271101691,0.0636363623833114,0.21545454538004,0.117272728546099,0.0569818184541708,0.006427272667431,0.065263634362385,0.215054545551538,0.11694545391947,282.993963068182,283.785708340732,288.347620183771,288.964727228338,288.996540416371,279.871429443359,282.430935946378,282.431365966797,287.281946355646,284.865231600675,282.934492631392,283.046894420277,288.341025612571,287.796603116122,284.863120339134,280.641460071911,281.66283902255,291.16552734375,288.568953080611,283.064356023615,342.151669588956,353.230241255327,368.851157448509,402.159651322798,391.558044433594,229.728515625,243.084564208984,257.023653897372,236.805474021218,224.370215676048,0,4.0,42.0,67.9090909090909,44.6363636363636,478426130545.69867
0.0,0.0,0.0,0.0,0.0,251.683202570135,239.338562011719,243.620146317915,264.696322354403,266.072132457386,0.0,12.7272727272727,180.0,500.0,336.363636363636,101269.149857955,101546.268465909,101505.143465909,101258.946732955,101247.378551136,6.04671404578469,5.90082723444158,7.01924705505371,8.00619038668546,8.89982670003718,0.0028692535548047,0.0028589082119817,0.0029468527275391,0.0028411572248759,0.0026721355335956,0.0018181817775422,0.0,0.0,0.0,0.0254545450549234,0.004227272758726,0.0021636363870294,0.0006181818263774,0.0014999999998095,0.0248272725888951,281.885844837536,278.319505171342,284.345925071023,287.728784734553,287.809631347656,278.380118630149,277.111214377663,277.112709738991,284.503262606534,283.208870627663,278.374042857777,277.76967828924,284.345913973722,287.726634632457,283.21787331321,276.476590243253,277.115639426491,289.942443847656,291.132748690518,280.204559326172,340.629536021839,328.700089888139,349.367531516335,410.59150834517,394.987634832209,250.29487471147,243.241205388849,248.558155406605,271.592029918324,266.248665549538,0,4.0,42.7272727272727,106.636363636364,74.9090909090909,488090474798.803
0.0,0.0,0.0,0.0,0.0,285.143951416016,309.419081254439,309.989507501776,304.662134343928,295.409276788885,0.0,10.0,144.545454545455,463.636363636364,310.909090909091,101075.374289773,101119.485085227,101004.064630682,100804.745738636,101013.004971591,11.8942709836093,11.7645640806718,9.32588572935625,6.09048787030307,5.05431378971447,0.0038965417876501,0.0035849451510743,0.0034773461520671,0.0024949030485004,0.0020559707190841,0.155454546890476,0.0954545458609408,0.040909090672027,0.0363636362281713,0.0109090906652537,0.154309090565551,0.094554545188492,0.0438727277161723,0.0377909093036909,0.010972727328904,285.010564630682,285.165194424716,293.277984619141,294.621792879972,294.62265846946,283.094912442294,284.542363947088,284.543090820312,293.431507457386,288.375527121804,284.841930042614,285.094132856889,293.288884943182,294.231137362393,288.368094704368,282.819025213068,284.028090043501,295.054340709339,295.279954390092,285.214724454013,357.190926291726,363.899777499112,381.322301691229,436.692205255682,420.622894287109,220.253268155185,179.338627208363,195.331731622869,248.222208196467,250.003716208718,0,2.0,28.7272727272727,94.2727272727273,65.7272727272727,485140353567.3887
0.0,0.0,0.0,0.0,0.0,249.777945778587,238.649135242809,244.732217962092,284.891335227273,277.408855091442,0.0,20.0,178.181818181818,437.272727272727,300.0,102394.568181818,102524.806107955,102409.190340909,102207.421164773,102256.830255682,5.29747958616777,4.84227843718095,5.50392354618419,7.19999998266047,8.17272732474587,0.0030781939117745,0.0032980309121988,0.0032684327822855,0.0029679220804775,0.0029829979493198,0.0,0.0009090908887711,0.0599999998442151,0.0509090909565037,0.0009090908887711,0.0009363636252766,0.0016454545323292,0.0579454549164935,0.051409090784463,0.001136363636099,283.849770285866,279.698938543146,284.84331443093,286.355551979759,286.370111638849,279.760692249645,278.323092373935,278.324113325639,284.919514049183,279.754821777344,279.753454034979,278.994900790128,284.845778031783,286.353901256214,279.754386208274,278.236114501953,278.666528875178,290.696952126243,291.416531649503,277.564672296697,349.497444846413,336.364762739702,356.354317405007,412.896362304688,394.843553022905,257.03915682706,253.072181008079,248.437045010653,213.537023370916,229.386799205433,0,4.0,41.2727272727273,86.2727272727273,61.8181818181818,492168262115.42694
0.0200000002302907,0.0,0.0,0.0,0.0,259.271768743342,235.934045965021,240.066748879173,249.036020452326,245.745321100408,0.0,10.0,180.0,510.0,340.909090909091,103292.928267045,103427.848011364,103343.323863636,103104.365767045,103173.325994318,7.21047271381725,7.20170979066329,6.207829171961,5.59361566196788,5.05591509558938,0.0032303013669496,0.0031596661376004,0.0027588794473558,0.0021868983114307,0.0019969770854169,0.0,0.0,0.0,0.0,0.0,0.0007909091033401,0.0001272727280262,0.0003000000016816,0.0005181818216277,0.0004181818221695,280.994615034624,277.087374600497,282.76151899858,283.919183904474,283.920707009055,277.089394309304,276.35615678267,276.356054132635,282.833157626065,280.029493852095,277.092382257635,277.015944047408,282.763879949396,283.90469082919,280.025465531783,275.625077681108,276.62929465554,286.6408663663,286.801732843572,277.754610928622,337.694294322621,325.814544677734,343.687045010653,387.503379128196,375.258808482777,227.259737881747,238.609614979137,243.434369173917,259.534412730824,256.978587757457,0,4.0,42.0,108.0,77.0,496199308659.5316
0.0,0.0,0.0,0.0,0.0,234.910281094638,237.394889137962,243.608585704457,269.031474720348,270.209874933416,0.0,10.0,180.0,509.090909090909,340.0,102842.095170455,102720.720170455,102448.943181818,101979.399857955,101847.823153409,7.87481966885653,7.21984043988315,7.66089755838568,7.60909834775058,7.31814015995372,0.0014373653525994,0.0015964901857924,0.0021169722207229,0.0026290133722465,0.002610778901726,0.0,0.0,0.0,0.0,0.0,9.09090886125341e-05,9.09090905968862e-05,0.0002999999917599,9.09090905968862e-05,0.0001909090913779,276.691350763494,277.240753173828,285.125069358132,289.658139315518,289.815404718572,273.332624955611,273.51372458718,273.513178045099,285.30331698331,283.117681329901,273.512825705788,277.243840997869,285.123413085938,289.645549427379,283.11675193093,270.867897727273,275.35932228782,289.821469393643,292.433435613459,278.995882901278,313.871779008345,308.718994140625,338.056671142578,413.202043013139,397.669108997692,235.916459517045,233.876469005238,242.119158658114,268.791198730469,268.431060791016,0,4.0,42.1818181818182,107.181818181818,76.4545454545455,490220332272.1296
0.0,0.0,0.0,0.0,0.0,265.053009033203,257.995832963423,261.175961581143,279.950220281428,280.023739901456,0.0,20.0,189.090909090909,520.0,360.0,101332.827414773,101199.137784091,100810.009943182,100299.3515625,100178.321732955,6.10464555566961,5.26791303808039,4.56985126842152,4.05439925193787,3.38108947060325,0.0019200201548466,0.0020981362428177,0.0024941862899471,0.002433744830672,0.0022714023732326,0.0109090906652537,0.0,0.0,0.0,0.0054545453326268,0.009727272670716,0.0011636363686358,0.000727272711546,0.0018818181653676,0.0068636364621025,285.185674493963,282.934473211115,291.709991455078,296.324257590554,296.362107710405,282.795523903587,282.029011119496,282.02846735174,291.918723366477,290.890910755504,282.811803644354,282.919519597834,291.710704456676,296.318084716797,290.894656094638,279.722054221413,281.141071666371,294.590049050071,297.328477339311,286.795202081854,351.604642001065,346.183344060724,369.780634099787,440.782465154474,427.853720925071,251.837532737038,247.031193126332,256.062219793146,289.868130770597,288.816253662109,0,4.0,43.8181818181818,111.818181818182,79.9090909090909,483096361820.39844
